chrom	length	bases	mean	min	max
TE_00004889_INT#LTR/Gypsy	3848	922200	239.66	0	1128
TE_00004890_INT#LTR/Gypsy	117	16616	142.02	0	367
TE_00004891#DNA/DTT	517	861	1.67	0	7
TE_00004892#DNA/DTM	937	13333	14.23	0	43
TE_00004893#DNA/DTM	1435	53216	37.08	0	146
TE_00004895_INT#LTR/Gypsy	6277	1795834	286.10	0	2149
TE_00004896#DNA/DTA	2445	73813	30.19	1	76
TE_00004897#MITE/DTT	137	1045	7.63	0	27
TE_00004898_INT#LTR/Copia	6279	2339790	372.64	0	2023
TE_00004899_INT#LTR/Gypsy	2333	1561524	669.32	6	1737
TE_00004902_INT#LTR/Gypsy	10736	3151777	293.57	0	1988
TE_00004903#DNA/Helitron	1979	13729	6.94	1	18
TE_00004904#MITE/DTM	145	2754	18.99	1	53
TE_00004905#DNA/DTT	1022	19149	18.74	0	122
TE_00004906_INT#LTR/Gypsy	150	25306	168.71	0	256
TE_00004907#MITE/DTT	303	1663	5.49	0	21
TE_00004908#DNA/DTA	1206	10655	8.83	0	36
TE_00004909_INT#LTR/Copia	4301	422199	98.16	8	193
TE_00004910_INT#LTR/Gypsy	407	36791	90.40	0	265
TE_00004912_INT#LTR/Gypsy	5776	4413474	764.11	12	4514
TE_00004913#DNA/DTH	278	29345	105.56	0	146
TE_00004916#DNA/DTA	1187	14687	12.37	2	36
TE_00004917_INT#LTR/Copia	4753	119618	25.17	1	156
TE_00004919#DNA/DTM	1234	10399	8.43	1	14
TE_00004920#DNA/DTC	3362	887875	264.09	4	495
TE_00004921_INT#LTR/Gypsy	7812	7244773	927.39	0	2840
TE_00004922_INT#LTR/Gypsy	5032	2337642	464.56	20	1209
TE_00004923#DNA/DTM	3410	117743	34.53	2	61
TE_00004924#MITE/DTM	93	352	3.78	0	15
TE_00004925#DNA/DTH	1491	6677	4.48	0	20
TE_00004926#DNA/Helitron	2191	7687	3.51	0	10
TE_00004927#DNA/DTA	4091	37993	9.29	2	45
TE_00004928#DNA/Helitron	603	15014	24.90	9	43
TE_00004929#DNA/DTC	142	4564	32.14	0	92
TE_00004930_INT#LTR/Copia	4506	805100	178.67	0	482
TE_00004931#DNA/DTC	230	295	1.28	0	10
TE_00004932_INT#LTR/Gypsy	241	55144	228.81	3	279
TE_00004934#DNA/DTM	892	9853	11.05	0	48
TE_00004935#MITE/DTM	211	23459	111.18	21	192
TE_00004937#DNA/DTH	832	13746	16.52	1	55
TE_00004938_INT#LTR/Gypsy	6696	6124214	914.61	21	2037
TE_00004939#DNA/Helitron	1843	26233	14.23	0	112
TE_00004940_LTR#LTR/Gypsy	1141	3067104	2688.08	89	9071
TE_00004941#DNA/DTT	618	1970	3.19	0	16
TE_00004942_INT#LTR/Gypsy	2006	2634117	1313.12	0	3210
TE_00004945#DNA/DTH	649	14344	22.10	0	62
TE_00004947#MITE/DTT	82	220	2.68	0	5
TE_00004948#DNA/DTT	4084	3610058	883.95	0	5588
TE_00004950_INT#LTR/Gypsy	253	178657	706.15	0	952
TE_00004951#MITE/DTT	204	490	2.40	1	4
TE_00004953#DNA/DTM	1563	176173	112.71	1	345
TE_00004954#DNA/DTT	4648	388682	83.62	0	796
TE_00004955#DNA/Helitron	7323	188503	25.74	0	463
TE_00004956#DNA/DTT	2979	154072	51.72	0	292
TE_00004957#MITE/DTA	141	848	6.01	4	9
TE_00004958#DNA/DTA	841	18058	21.47	10	43
TE_00004959#DNA/DTH	2424	755609	311.72	8	596
TE_00004961#DNA/DTC	83	561	6.76	0	26
TE_00004962_LTR#LTR/Gypsy	977	443686	454.13	22	1999
TE_00004963_INT#LTR/Gypsy	1326	2684797	2024.73	0	8138
TE_00004964_INT#LTR/Gypsy	258	52721	204.34	0	417
TE_00004965#DNA/DTT	657	11513	17.52	0	96
TE_00004967#DNA/Helitron	2442	617891	253.03	0	2138
TE_00004968_INT#LTR/Copia	6433	2108262	327.73	0	1155
TE_00004970#DNA/DTH	137	184	1.34	0	3
TE_00004971#DNA/DTM	1609	15200	9.45	0	31
TE_00004972_INT#LTR/Gypsy	3464	3426879	989.28	0	2983
TE_00004973#DNA/DTM	690	14786	21.43	0	73
TE_00004974_INT#LTR/Copia	4755	401618	84.46	7	212
TE_00004975_LTR#LTR/Copia	4244	45278985	10668.94	24	37739
TE_00004976_INT#LTR/Gypsy	582	199457	342.71	0	1013
TE_00004978#MITE/DTM	294	5441	18.51	14	24
TE_00004979#DNA/Helitron	2818	6541	2.32	0	8
TE_00004980_INT#LTR/Gypsy	651	791059	1215.14	3	1686
TE_00004983_LTR#LTR/Gypsy	369	152929	414.44	37	985
TE_00004985_INT#LTR/Gypsy	82	19441	237.09	99	277
TE_00004986_INT#LTR/Gypsy	3248	2822660	869.05	1	2109
TE_00004988#DNA/DTH	3287	30683	9.33	0	57
TE_00004989#DNA/DTT	3326	47293	14.22	0	234
TE_00004990_INT#LTR/Copia	4699	24270	5.16	1	60
TE_00004991#DNA/DTH	2652	60157	22.68	1	105
TE_00004992_INT#LTR/Copia	5133	461402	89.89	0	262
TE_00004993_INT#LTR/Copia	5896	1765409	299.42	3	1330
TE_00004994#DNA/DTH	1484	12173	8.20	0	52
TE_00004995#DNA/DTH	291	4626	15.90	0	40
TE_00004996#MITE/DTA	526	137137	260.72	31	410
TE_00004997#DNA/Helitron	1032	3528	3.42	0	9
TE_00004998#DNA/DTM	748	15775	21.09	0	90
TE_00004999_INT#LTR/Copia	4611	147308	31.95	1	78
TE_00005002_INT#LTR/Gypsy	4155	19787677	4762.38	153	11415
TE_00005003_INT#LTR/Copia	4715	28096	5.96	1	43
TE_00005005_INT#LTR/Gypsy	1521	191479	125.89	2	190
TE_00005006_INT#LTR/Gypsy	5476	3879586	708.47	0	2260
TE_00005007_LTR#LTR/Gypsy	196	38800	197.96	44	396
TE_00005008#DNA/Helitron	6753	339004	50.20	0	1079
TE_00005009_INT#LTR/Copia	3084	5310228	1721.86	1	5364
TE_00005012#DNA/DTH	1520	154998	101.97	0	309
TE_00005013_LTR#LTR/Copia	201	5758	28.65	9	44
TE_00005015_INT#LTR/Gypsy	1034	354702	343.04	0	849
TE_00005016#DNA/Helitron	1434	59473	41.47	2	122
TE_00005018#DNA/DTA	1134	16903	14.91	4	48
TE_00005019#DNA/Helitron	9914	197349	19.91	0	117
TE_00005020_LTR#LTR/Gypsy	279	3409	12.22	4	21
TE_00005021#DNA/DTH	992	34612	34.89	1	124
TE_00005022#MITE/DTT	354	9033	25.52	0	38
TE_00005023#DNA/DTT	3985	40873	10.26	0	133
TE_00005024#DNA/DTT	1185	19185	16.19	2	28
TE_00005025_INT#LTR/Gypsy	4139	626676	151.41	0	469
TE_00005026#DNA/DTC	89	474	5.33	0	8
TE_00005027_LTR#LTR/Copia	353	10672	30.23	9	50
TE_00005029#DNA/DTC	3684	8853637	2403.27	0	10206
TE_00005031#DNA/DTM	4112	51182	12.45	0	632
TE_00005032_INT#LTR/Gypsy	1113	1618563	1454.23	1	4860
TE_00005034#DNA/DTM	409	46870	114.60	0	300
TE_00005035#DNA/DTT	2667	55109	20.66	0	196
TE_00005036_INT#LTR/Gypsy	719	109396	152.15	0	459
TE_00005038#DNA/DTT	815	2854	3.50	0	17
TE_00005041#DNA/DTT	2450	7806	3.19	0	47
TE_00005042_LTR#LTR/Gypsy	4550	13887987	3052.30	2	19241
TE_00005044_INT#LTR/Gypsy	1312	1047687	798.54	0	2278
TE_00005045_LTR#LTR/Copia	165	1929	11.69	9	14
TE_00005046#MITE/DTH	477	3081	6.46	2	12
TE_00005047#DNA/DTT	1011	8274	8.18	0	97
TE_00005048_LTR#LTR/Gypsy	565	730060	1292.14	2	5324
TE_00005049#DNA/Helitron	1521	9862	6.48	0	37
TE_00005050#MITE/DTH	389	5578	14.34	0	62
TE_00005051#MITE/DTT	82	1574	19.20	7	22
TE_00005053_LTR#LTR/Gypsy	4065	15197767	3738.69	337	11253
TE_00005054#DNA/DTM	2855	62782	21.99	0	154
TE_00005055#DNA/DTC	4418	4661668	1055.15	1	3546
TE_00005056_INT#LTR/Gypsy	10078	5116233	507.66	1	2203
TE_00005058_LTR#LTR/Copia	234	10101	43.17	9	74
TE_00005060#DNA/DTA	2988	58295	19.51	1	59
TE_00005061#MITE/DTM	399	32914	82.49	0	160
TE_00005063#DNA/DTA	731	5509	7.54	1	43
TE_00005065#DNA/Helitron	853	25627	30.04	0	157
TE_00005068#DNA/DTM	2585	123606	47.82	0	300
TE_00005069_LTR#LTR/Gypsy	4033	2005683	497.32	6	4983
TE_00005070#DNA/Helitron	10507	3978205	378.62	0	7928
TE_00005072#DNA/DTC	249	1352	5.43	0	13
TE_00005073_INT#LTR/Gypsy	1087	909910	837.08	0	1840
TE_00005074_INT#LTR/Copia	5059	95005	18.78	1	77
TE_00005075#DNA/Helitron	631	1366	2.16	0	7
TE_00005077_INT#LTR/Gypsy	1858	2259286	1215.98	5	2732
TE_00005078#DNA/DTC	1581	11814	7.47	0	37
TE_00005079#DNA/Helitron	748	53498	71.52	0	221
TE_00005082_LTR#LTR/Copia	177	1554	8.78	6	10
TE_00005083#MITE/DTT	541	2177	4.02	0	25
TE_00005084#MITE/DTM	182	972	5.34	0	10
TE_00005085#DNA/DTM	915	21967	24.01	3	50
TE_00005086#DNA/Helitron	1647	11926	7.24	0	84
TE_00005087#MITE/DTM	242	4095	16.92	8	26
TE_00005088#MITE/DTA	153	8952	58.51	31	73
TE_00005089_INT#LTR/Copia	4622	819974	177.41	34	527
TE_00005090#DNA/DTC	89	697	7.83	0	14
TE_00005091_LTR#LTR/Copia	2762	3108136	1125.32	3	3637
TE_00005093#DNA/Helitron	5290	4575926	865.01	0	11176
TE_00005094#DNA/DTT	1269	9142	7.20	0	38
TE_00005095_INT#LTR/Gypsy	1040	563457	541.79	0	885
TE_00005096#DNA/DTC	286	3251	11.37	0	37
TE_00005097#MITE/DTT	555	103872	187.16	11	323
TE_00005098_INT#LTR/Gypsy	4761	6111	1.28	0	19
TE_00005100_INT#LTR/Gypsy	5414	2399009	443.11	2	2622
TE_00005101#DNA/DTH	1039	10552	10.16	0	51
TE_00005102#DNA/DTT	1093	16134	14.76	1	88
TE_00005103_INT#LTR/Gypsy	3374	4183046	1239.79	1	9181
TE_00005104_INT#LTR/Gypsy	162	11222	69.27	0	92
TE_00005105#DNA/DTC	3713	10337	2.78	0	8
TE_00005106_INT#LTR/Gypsy	154	332	2.16	0	12
TE_00005107#DNA/Helitron	4829	76084	15.76	0	47
TE_00005108_LTR#LTR/Gypsy	1032	257357	249.38	29	610
TE_00005109_INT#LTR/Copia	89	551848	6200.54	1553	7945
TE_00005113_LTR#LTR/Gypsy	720	53095	73.74	16	204
TE_00005115#DNA/DTT	628	5098	8.12	0	41
TE_00005116#DNA/DTH	748	5135	6.86	0	16
TE_00005117#MITE/DTC	533	19496	36.58	0	94
TE_00005118#DNA/DTM	1277	11375	8.91	1	20
TE_00005119_INT#LTR/Copia	5141	390554	75.97	6	669
TE_00005120_INT#LTR/Gypsy	2480	6829930	2754.00	0	5763
TE_00005122#DNA/DTC	3485	416012	119.37	0	875
TE_00005123_INT#LTR/Gypsy	1721	904189	525.39	0	1975
TE_00005124#DNA/DTH	600	5208	8.68	1	21
TE_00005125#DNA/DTC	3206	444686	138.70	1	294
TE_00005126_INT#LTR/Gypsy	551	422043	765.96	0	2004
TE_00005127#DNA/DTT	1954	201934	103.34	0	249
TE_00005128#MITE/DTH	111	216	1.95	0	4
TE_00005130_INT#LTR/Gypsy	5695	2874088	504.67	0	2894
TE_00005133_INT#LTR/Copia	4782	125741	26.29	1	53
TE_00005134#DNA/DTC	3454	37009	10.71	1	38
TE_00005136#DNA/DTT	682	1147	1.68	0	4
TE_00005138#MITE/DTH	303	25924	85.56	13	145
TE_00005140#DNA/DTM	705	6923	9.82	0	28
TE_00005141#DNA/DTM	1322	21761	16.46	1	54
TE_00005142#DNA/DTH	2501	18068	7.22	0	63
TE_00005143#DNA/DTM	1256	28391	22.60	0	315
TE_00005144_LTR#LTR/Gypsy	2118	47649610	22497.46	384	31065
TE_00005145#MITE/DTA	209	6399	30.62	18	39
TE_00005146#DNA/DTT	1437	29565	20.57	0	146
TE_00005147#DNA/DTH	2591	47916	18.49	0	97
TE_00005148_INT#LTR/Gypsy	371	60990	164.39	8	296
TE_00005149#MITE/DTC	240	933	3.89	0	14
TE_00005150#DNA/Helitron	5771	206397	35.76	0	198
TE_00005152_INT#LTR/Gypsy	1753	2728370	1556.40	0	3039
TE_00005153_INT#LTR/Gypsy	2002	784765	391.99	0	1005
TE_00005154#DNA/Helitron	3023	15066	4.98	0	48
TE_00005155#DNA/DTC	3477	54930	15.80	2	33
TE_00005156#DNA/DTT	3440	19227	5.59	0	19
TE_00005157#DNA/DTM	645	169476	262.75	0	599
TE_00005158#DNA/DTH	2088	323129	154.76	3	361
TE_00005159#MITE/DTT	83	808	9.73	1	20
TE_00005160#MITE/DTT	480	14914	31.07	4	55
TE_00005161_LTR#LTR/Copia	1113	11447370	10285.15	489	23883
TE_00005163#DNA/DTC	1301	5406	4.16	0	15
TE_00005164_INT#LTR/Gypsy	370	134806	364.34	9	581
TE_00005165#DNA/Helitron	1131	12278	10.86	0	25
TE_00005166_LTR#LTR/Copia	204	1952	9.57	1	19
TE_00005167_INT#LTR/Gypsy	1119	1290781	1153.51	29	5127
TE_00005168#MITE/DTM	95	740	7.79	1	11
TE_00005169#DNA/DTC	4663	517519	110.98	0	567
TE_00005170_INT#LTR/Copia	1676	1023147	610.47	0	3251
TE_00005172_LTR#LTR/Copia	1503	10172399	6768.06	0	14612
TE_00005174#DNA/DTH	1353	6575	4.86	0	54
TE_00005175_INT#LTR/Copia	1808	3544078	1960.22	2	6633
TE_00005177_INT#LTR/Copia	3171	3134988	988.64	0	3431
TE_00005178#DNA/Helitron	433	7786	17.98	1	48
TE_00005179#DNA/DTC	1682	2238844	1331.06	12	2443
TE_00005180#MITE/DTA	125	1807	14.46	2	22
TE_00005181#DNA/DTT	2623	1007587	384.14	0	1374
TE_00005182_INT#LTR/Gypsy	6173	2820785	456.96	0	5420
TE_00005183_LTR#LTR/Gypsy	527	2805369	5323.28	2616	6463
TE_00005184#DNA/DTC	1710	48256	28.22	1	76
TE_00005187#DNA/DTC	3595	596169	165.83	3	1733
TE_00005188_INT#LTR/Copia	6885	163917	23.81	0	83
TE_00005192#MITE/DTT	240	1311	5.46	2	12
TE_00005193_INT#LTR/Gypsy	6229	4329505	695.06	6	2783
TE_00005194#DNA/DTC	3499	2584157	738.54	2	3906
TE_00005196_INT#LTR/Gypsy	4774	14170582	2968.28	65	10880
TE_00005197#MITE/DTT	144	2849	19.78	0	50
TE_00005198#MITE/DTH	318	20507	64.49	13	116
TE_00005199_LTR#LTR/Gypsy	3192	12799948	4010.01	6	8811
TE_00005202#DNA/DTT	2547	269314	105.74	1	1263
TE_00005203_INT#LTR/Copia	3392	5628943	1659.48	0	3352
TE_00005204#MITE/DTH	128	4454	34.80	22	42
TE_00005205_LTR#LTR/Gypsy	886	114393	129.11	13	290
TE_00005206#DNA/DTM	1781	13490	7.57	0	37
TE_00005207#DNA/DTT	554	506954	915.08	168	1725
TE_00005208_INT#LTR/Gypsy	1085	1936860	1785.12	0	2897
TE_00005209#DNA/Helitron	6769	51264	7.57	0	84
TE_00005210_LTR#LTR/Gypsy	4193	1133989	270.45	0	4215
TE_00005211#MITE/DTM	419	22929	54.72	28	153
TE_00005212_INT#LTR/Gypsy	6644	3863474	581.50	1	1247
TE_00005213#DNA/DTM	567	9305	16.41	2	28
TE_00005214_LTR#LTR/Gypsy	871	22733	26.10	6	54
TE_00005215#DNA/DTM	614	44597	72.63	41	106
TE_00005216_INT#LTR/Gypsy	3126	15722	5.03	0	46
TE_00005217#DNA/DTM	928	5516	5.94	0	39
TE_00005218#DNA/DTM	1189	9181	7.72	0	35
TE_00005219#DNA/Helitron	371	44	0.12	0	1
TE_00005222_LTR#LTR/Copia	209	32407	155.06	47	193
TE_00005226#MITE/DTT	340	2609	7.67	0	16
TE_00005227#DNA/DTT	1327	135255	101.93	1	357
TE_00005228_LTR#LTR/Gypsy	522	677602	1298.09	211	2433
TE_00005229#DNA/DTH	2483	198394	79.90	2	224
TE_00005231#DNA/DTM	4320	59748	13.83	0	120
TE_00005232#MITE/DTM	209	22876	109.45	19	189
TE_00005233#DNA/DTH	493	9068	18.39	1	91
TE_00005234#DNA/DTT	537	2810	5.23	0	35
TE_00005236#MITE/DTT	326	49035	150.41	9	324
TE_00005237#DNA/DTT	612	5001	8.17	0	35
TE_00005238#DNA/DTH	768	5903	7.69	0	20
TE_00005240#MITE/DTH	283	4302	15.20	7	21
TE_00005241_INT#LTR/Gypsy	220	29981	136.28	0	217
TE_00005245#MITE/DTA	196	32930	168.01	2	361
TE_00005246_LTR#LTR/Copia	183	2420	13.22	7	16
TE_00005248#DNA/DTT	707	7312	10.34	0	79
TE_00005249#DNA/DTC	2750	51762	18.82	1	68
TE_00005250_INT#LTR/Gypsy	1228	17382864	14155.43	57	56062
TE_00005251_LTR#LTR/Gypsy	991	677206	683.36	124	1529
TE_00005252_INT#LTR/Gypsy	5652	1627088	287.88	0	1361
TE_00005253#DNA/Helitron	12933	22202155	1716.71	0	17099
TE_00005254#DNA/DTH	1038	6616	6.37	0	32
TE_00005256#MITE/DTA	414	2671	6.45	1	31
TE_00005258#DNA/DTT	749	1267993	1692.91	2	4915
TE_00005260_INT#LTR/Copia	4895	1157237	236.41	0	1487
TE_00005261_INT#LTR/Gypsy	1716	252645	147.23	0	732
TE_00005262_LTR#LTR/Gypsy	841	3987815	4741.75	160	10309
TE_00005264#MITE/DTA	509	45619	89.62	6	167
TE_00005265#MITE/DTH	138	2524	18.29	1	26
TE_00005266#DNA/DTC	2487	477166	191.86	71	278
TE_00005267#DNA/DTC	3101	696207	224.51	0	1012
TE_00005269_LTR#LTR/Gypsy	472	4274830	9056.84	4067	10921
TE_00005270_LTR#LTR/Gypsy	4182	3477734	831.60	18	3447
TE_00005271_INT#LTR/Gypsy	1257	261253	207.84	2	798
TE_00005272#DNA/DTM	3537	908023	256.72	2	764
TE_00005274#DNA/DTC	239	318	1.33	0	5
TE_00005275#MITE/DTT	149	3747	25.15	3	39
TE_00005276_INT#LTR/Gypsy	114	59721	523.87	0	730
TE_00005277_INT#LTR/Gypsy	1215	276068	227.22	0	743
TE_00005278_LTR#LTR/Copia	345	9337	27.06	15	38
TE_00005279#DNA/DTM	1105	16810	15.21	0	108
TE_00005280_INT#LTR/Copia	5081	809489	159.32	0	2295
TE_00005281_LTR#LTR/Gypsy	1002	22487	22.44	8	55
TE_00005282_INT#LTR/Copia	110	0	0.00	0	0
TE_00005283#DNA/DTT	524	34176	65.22	2	189
TE_00005285#DNA/Helitron	2083	36521	17.53	2	73
TE_00005286_LTR#LTR/Copia	185	1869	10.10	5	13
TE_00005287#DNA/DTT	2642	18973	7.18	0	78
TE_00005288_INT#LTR/Gypsy	750	1474339	1965.79	0	8364
TE_00005289#MITE/DTT	145	97321	671.18	1	1257
TE_00005290#DNA/Helitron	1549	11507	7.43	0	27
TE_00005291#MITE/DTA	133	1694	12.74	3	27
TE_00005295#MITE/DTT	147	6036	41.06	1	102
TE_00005296_LTR#LTR/Copia	275	1992	7.24	2	12
TE_00005297#MITE/DTT	504	5140	10.20	0	82
TE_00005298#DNA/DTM	1889	14203	7.52	0	40
TE_00005299#DNA/Helitron	13325	524783	39.38	0	735
TE_00005300#DNA/DTT	2375	7682	3.23	0	13
TE_00005302_INT#LTR/Gypsy	225	9057	40.25	0	92
TE_00005303#MITE/DTM	103	16893	164.01	9	316
TE_00005305_INT#LTR/Gypsy	4527	4271211	943.50	0	3509
TE_00005306#DNA/DTC	1069	11574	10.83	0	43
TE_00005307#DNA/DTT	2349	24291	10.34	1	30
TE_00005309_INT#LTR/Gypsy	102	58	0.57	0	2
TE_00005310_INT#LTR/Gypsy	11953	3410222	285.30	1	1850
TE_00005311_LTR#LTR/Copia	324	5152	15.90	5	27
TE_00005313#MITE/DTT	104	85704	824.08	317	887
TE_00005316#DNA/Helitron	2838	4102	1.45	0	8
TE_00005317#MITE/DTT	428	1604	3.75	0	9
TE_00005318_INT#LTR/Gypsy	89	19	0.21	0	1
TE_00005319_INT#LTR/Gypsy	266	55477	208.56	1	511
TE_00005321_LTR#LTR/Gypsy	912	4981737	5462.43	122	9800
TE_00005322_INT#LTR/Gypsy	1520	1373194	903.42	0	3125
TE_00005325_INT#LTR/Gypsy	314	169881	541.02	0	1070
TE_00005326#DNA/DTC	826	10688	12.94	0	43
TE_00005327#DNA/DTC	1223	109572	89.59	1	298
TE_00005330_LTR#LTR/Copia	175	4021	22.98	11	30
TE_00005331_INT#LTR/Gypsy	169	26076	154.30	1	207
TE_00005332#DNA/Helitron	2037	4076	2.00	0	11
TE_00005333#MITE/DTA	188	1387	7.38	3	11
TE_00005334_INT#LTR/Gypsy	4732	42857	9.06	0	111
TE_00005336_LTR#LTR/Gypsy	4281	15984562	3733.84	3	12824
TE_00005337_INT#LTR/Gypsy	2351	4334767	1843.80	0	7182
TE_00005338_LTR#LTR/Gypsy	553	104433	188.85	6	346
TE_00005339#DNA/Helitron	532	4324	8.13	1	17
TE_00005340_LTR#LTR/Copia	177	11183	63.18	1	90
TE_00005341#MITE/DTC	318	4983	15.67	5	33
TE_00005342_INT#LTR/Copia	190	247782	1304.12	0	2799
TE_00005343#DNA/Helitron	8634	85780	9.94	0	82
TE_00005344#DNA/DTC	414	11876	28.69	0	59
TE_00005345#DNA/DTC	1951	722686	370.42	2	1347
TE_00005346#DNA/DTM	2990	337714	112.95	0	469
TE_00005347_INT#LTR/Gypsy	8104	7391372	912.06	1	4217
TE_00005348#DNA/DTM	2329	18401	7.90	1	65
TE_00005350_INT#LTR/Gypsy	233	47581	204.21	0	363
TE_00005351#DNA/DTC	90	39	0.43	0	2
TE_00005352#DNA/DTM	986	290787	294.92	132	340
TE_00005353#DNA/DTM	1028	677538	659.08	0	2505
TE_00005354_INT#LTR/Gypsy	159	12706	79.91	0	127
TE_00005356#DNA/Helitron	1248	9183	7.36	1	38
TE_00005357#DNA/DTT	1840	28403	15.44	0	138
TE_00005359_LTR#LTR/Copia	140	1950	13.93	4	17
TE_00005361#DNA/Helitron	2828	169132	59.81	0	179
TE_00005362#DNA/DTM	892	48502	54.37	1	191
TE_00005363_LTR#LTR/Gypsy	280	7057	25.20	13	46
TE_00005366#DNA/Helitron	4914	164691	33.51	0	489
TE_00005367#DNA/Helitron	4206	46186	10.98	0	48
TE_00005368_INT#LTR/Gypsy	2502	575425	229.99	0	542
TE_00005369#DNA/DTA	922	13392	14.52	2	52
TE_00005370_INT#LTR/Gypsy	150	487	3.25	0	9
TE_00005371#DNA/Helitron	312	22002	70.52	2	175
TE_00005372#MITE/DTH	304	120204	395.41	129	861
TE_00005373_INT#LTR/Gypsy	6539	7640995	1168.53	13	3329
TE_00005374#DNA/Helitron	4324	38491	8.90	1	84
TE_00005375_LTR#LTR/Copia	127	3089	24.32	6	49
TE_00005376#DNA/DTM	3583	56535	15.78	0	366
TE_00005377#DNA/Helitron	252	4035	16.01	0	63
TE_00005378_INT#LTR/Gypsy	1479	1300611	879.39	1	3426
TE_00005379#MITE/DTT	236	5812	24.63	0	42
TE_00005380_LTR#LTR/Gypsy	2836	3076165	1084.68	42	3249
TE_00005381_INT#LTR/Copia	4658	258132	55.42	4	144
TE_00005382_INT#LTR/Copia	4331	150310	34.71	2	95
TE_00005383#DNA/Helitron	1571	87152	55.48	2	146
TE_00005384_INT#LTR/Gypsy	129	31634	245.22	0	386
TE_00005389#DNA/DTM	665	13387	20.13	0	40
TE_00005390_LTR#LTR/Gypsy	1110	223035	200.93	2	844
TE_00005391_INT#LTR/Gypsy	5086	106633	20.97	0	350
TE_00005392#MITE/DTT	219	1357	6.20	0	9
TE_00005393_INT#LTR/Gypsy	4818	2241255	465.18	3	1447
TE_00005394_INT#LTR/Gypsy	1391	1030469	740.81	0	3262
TE_00005395_LTR#LTR/Gypsy	1031	344561	334.20	8	1423
TE_00005396_INT#LTR/Gypsy	1105	2671229	2417.40	0	15409
TE_00005397#MITE/DTT	114	107	0.94	0	1
TE_00005398#MITE/DTH	215	17754	82.58	0	228
TE_00005399#MITE/DTT	216	2162	10.01	1	39
TE_00005400#DNA/Helitron	4177	56160	13.45	0	253
TE_00005403#MITE/DTC	270	38086	141.06	0	291
TE_00005404_LTR#LTR/Copia	224	658	2.94	1	7
TE_00005405#DNA/DTC	3994	650631	162.90	2	1059
TE_00005406#DNA/DTT	1175	162108	137.96	0	796
TE_00005407#DNA/DTC	4237	105165	24.82	1	277
TE_00005408#DNA/Helitron	1451	30341	20.91	0	66
TE_00005409#DNA/DTM	1788	16737	9.36	1	30
TE_00005410#MITE/DTH	430	1106	2.57	0	8
TE_00005411#DNA/DTH	2019	180227	89.27	0	135
TE_00005413_INT#LTR/Gypsy	1193	1394874	1169.22	0	5233
TE_00005414#DNA/DTC	1255	71495	56.97	0	162
TE_00005415_INT#LTR/Gypsy	2522	76810	30.46	0	259
TE_00005416_LTR#LTR/Gypsy	972	6238865	6418.59	468	11373
TE_00005417#DNA/DTT	699	3471	4.97	1	18
TE_00005418#DNA/DTC	797	536605	673.28	87	2563
TE_00005419#DNA/DTC	3840	916950	238.79	1	2108
TE_00005420#DNA/DTA	669	4167	6.23	1	27
TE_00005421#DNA/DTH	772	11867	15.37	1	43
TE_00005422_INT#LTR/Gypsy	4890	212327	43.42	4	172
TE_00005423_LTR#LTR/Gypsy	484	7496182	15487.98	86	39422
TE_00005426_INT#LTR/Gypsy	2111	3334748	1579.70	6	6023
TE_00005427_LTR#LTR/Copia	267	3998	14.97	4	36
TE_00005428_INT#LTR/Gypsy	1309	4294482	3280.73	0	8142
TE_00005429_LTR#LTR/Copia	123	6046	49.15	21	72
TE_00005430#DNA/DTT	1012	4593	4.54	0	9
TE_00005431_LTR#LTR/Copia	217	77886	358.92	2	599
TE_00005434_LTR#LTR/Gypsy	4149	2076267	500.43	7	1945
TE_00005436#DNA/DTM	803	4863	6.06	2	16
TE_00005437#DNA/DTH	1114	5230	4.69	0	15
TE_00005438_LTR#LTR/Gypsy	220	4020	18.27	0	24
TE_00005439#MITE/DTA	179	1696	9.47	5	11
TE_00005440#DNA/Helitron	8098	10906571	1346.82	1	6570
TE_00005441_LTR#LTR/Gypsy	3991	5431471	1360.93	2	7508
TE_00005442#MITE/DTT	359	2445	6.81	0	45
TE_00005443#DNA/DTH	1158	17850	15.41	0	100
TE_00005444#DNA/Helitron	3906	172521	44.17	0	444
TE_00005445#MITE/DTM	314	4706	14.99	7	26
TE_00005446#DNA/DTM	4458	883195	198.11	0	498
TE_00005447#DNA/Helitron	9412	100861	10.72	0	50
TE_00005448#DNA/Helitron	897	27153	30.27	0	77
TE_00005450#DNA/DTT	3887	64614	16.62	0	58
TE_00005452#DNA/DTA	900	11052	12.28	1	41
TE_00005453#DNA/Helitron	722	16163	22.39	1	79
TE_00005454#DNA/DTC	3145	55139	17.53	3	41
TE_00005456_INT#LTR/Copia	4984	169419	33.99	0	83
TE_00005457#DNA/DTA	780	9913	12.71	5	27
TE_00005458_LTR#LTR/Gypsy	317	38038	119.99	4	315
TE_00005459_LTR#LTR/Gypsy	969	8046328	8303.74	1215	13355
TE_00005460_INT#LTR/Gypsy	9489	120502	12.70	0	65
TE_00005461_LTR#LTR/Copia	1486	8101255	5451.72	0	12985
TE_00005462_INT#LTR/Gypsy	277	18232	65.82	0	195
TE_00005464_INT#LTR/Copia	4099	1712493	417.78	21	1089
TE_00005465#MITE/DTM	342	18392	53.78	5	108
TE_00005467_INT#LTR/Gypsy	2525	6324828	2504.88	403	17504
